Reference:	"Hudson et al. (2018)"
DOI:	"doi:doi:10.1016/j.saa.2017.11.055"
Sample Type:	"Ice"
Composition:	"CH3COCH3 (1)"
Temperature:	"125K"
OCdb page:	"https://ocdb.smce.nasa.gov/dataset/156"
n₁ Error Units:	Not Applicable
k₁ Error Units:	Not Applicable
A₁ Error Units:	Not Applicable

"Wavenumber (cm⁻¹)"	"n₁"	"Dn₁  (+/-)"		"Wavenumber (cm⁻¹)"	"k₁"	"Dk₁  (+/-)"		"Wavenumber (cm⁻¹)"	"A₁"	"DA₁  (+/-)"	
532.5066572	1.731443157			532.5066572	0.215830795			532.5066572	0.050537		
532.6271884	1.722514426			532.6271884	0.235638236			532.6271884	0.055178		
532.7477196	1.710749063			532.7477196	0.254154071			532.7477196	0.059356		
532.8682507	1.696679325			532.8682507	0.270490907			532.8682507	0.062905		
532.9887819	1.681205812			532.9887819	0.284141893			532.9887819	0.065768		
533.109313	1.665363352			533.109313	0.295132116			533.109313	0.067995		
533.2298442	1.649923477			533.2298442	0.303994337			533.2298442	0.069715		
533.3503754	1.635216908			533.3503754	0.311484468			533.3503754	0.071066		
533.4709065	1.621064269			533.4709065	0.318296689			533.4709065	0.072137		
533.5914377	1.606985048			533.5914377	0.324745363			533.5914377	0.072932		
533.7119689	1.592490381			533.7119689	0.330720964			533.7119689	0.073381		
533.8325	1.577358178			533.8325	0.335777126			533.8325	0.073387		
533.9530312	1.561779464			533.9530312	0.339400739			533.9530312	0.072886		
534.0735624	1.546310326			534.0735624	0.341300477			534.0735624	0.071902		
534.1940935	1.531639313			534.1940935	0.341593959			534.1940935	0.070564		
534.3146247	1.51830827			534.3146247	0.340824827			534.3146247	0.069088		
534.4351559	1.506456305			534.4351559	0.339767223			534.4351559	0.067718		
534.555687	1.495797301			534.555687	0.339162378			534.555687	0.06667		
534.6762182	1.485678089			534.6762182	0.339475544			534.6762182	0.066076		
534.7967493	1.475350929			534.7967493	0.340746004			534.7967493	0.06595		
534.9172805	1.464188765			534.9172805	0.342649127			534.9172805	0.066193		
535.0378117	1.45186439			535.0378117	0.344639113			535.0378117	0.066624		
535.1583428	1.438355045			535.1583428	0.346168131			535.1583428	0.06703		
535.278874	1.423862705			535.278874	0.346829516			535.278874	0.067226		
535.3994052	1.408644848			535.3994052	0.346408902			535.3994052	0.067091		
535.5199363	1.392923265			535.5199363	0.344823849			535.5199363	0.066588		
535.6404675	1.37682235			535.6404675	0.342033289			535.6404675	0.065748		
535.7609987	1.360436143			535.7609987	0.337958312			535.7609987	0.064645		
535.8815298	1.343859075			535.8815298	0.332477067			535.8815298	0.063354		
536.002061	1.32726735			536.002061	0.325439532			536.002061	0.061912		
536.1225921	1.310895724			536.1225921	0.316750998			536.1225921	0.060305		
536.2431233	1.295006921			536.2431233	0.306377805			536.2431233	0.058466		
536.3636545	1.279841878			536.3636545	0.294343557			536.3636545	0.056307		
536.4841856	1.265625324			536.4841856	0.280677916			536.4841856	0.053757		
536.6047168	1.252599431			536.6047168	0.265390829			536.6047168	0.050792		
536.725248	1.241113154			536.725248	0.248508924			536.725248	0.047459		
536.8457791	1.231616795			536.8457791	0.230194631			536.8457791	0.043862		
536.9663103	1.224580351			536.9663103	0.210851286			536.9663103	0.040142		
537.0868415	1.220306266			537.0868415	0.19113448			537.0868415	0.036435		
537.2073726	1.218792182			537.2073726	0.171856211			537.2073726	0.032844		
537.3279038	1.219609777			537.3279038	0.153763275			537.3279038	0.029429		
537.4484349	1.222046193			537.4484349	0.137281763			537.4484349	0.026217		
537.5689661	1.225291743			537.5689661	0.122410101			537.5689661	0.023222		
537.6894973	1.228746828			537.6894973	0.108707687			537.6894973	0.020459		
537.8100284	1.232218251			537.8100284	0.095526842			537.8100284	0.017956		
537.9305596	1.235985664			537.9305596	0.082261546			537.9305596	0.015737		
538.0510908	1.240695968			538.0510908	0.068648247			538.0510908	0.013808		
538.1716219	1.247100207			538.1716219	0.054936054			538.1716219	0.012149		
538.2921531	1.255695832			538.2921531	0.041881448			538.2921531	0.010715		
538.4126843	1.266466046			538.4126843	0.030491167			538.4126843	0.009453		
538.5332154	1.278811101			538.5332154	0.021680115			538.5332154	0.008326		
538.6537466	1.291728953			538.6537466	0.015946551			538.6537466	0.00732		
538.7742777	1.304102558			538.7742777	0.013273903			538.7742777	0.006446		
538.8948089	1.314957435			538.8948089	0.013150673			538.8948089	0.005722		
539.0153401	1.323677324			539.0153401	0.014734973			539.0153401	0.005151		
539.1358712	1.330068175			539.1358712	0.017070713			539.1358712	0.004708		
539.2564024	1.33434846			539.2564024	0.019278744			539.2564024	0.004343		
539.3769336	1.337032099			539.3769336	0.020742183			539.3769336	0.003996		
539.4974647	1.338749312			539.4974647	0.021156215			539.4974647	0.00362		
539.6179959	1.340102567			539.6179959	0.0205219			539.6179959	0.003196		
539.7385271	1.341537763			539.7385271	0.019047908			539.7385271	0.002735		
539.8590582	1.343315639			539.8590582	0.017049478			539.8590582	0.002264		
539.9795894	1.345501095			539.9795894	0.014832802			539.9795894	0.001815		
540.1001206	1.348049514			540.1001206	0.012624627			540.1001206	0.001406		
540.2206517	1.350862643			540.2206517	0.010559118			540.2206517	0.001042		
540.3411829	1.353855174			540.3411829	0.008701447			540.3411829	0.000721		
